text,label
Dare I take that as direct volunteering to help with the survey efforts?,1
"haha I didn't see that coming but sure, I will be happy to help",1
I'm going to move on to the next topic cause we've only got 20 mins left,1
@zzap @atachibana are going to lead our table there,1
Yes I’ll do,1
@zzap Can I leave this with you to take charge?,1
Okay last thing,1
"I'm going to submit Docs Team Badges this week. If you don't have a badge and should be getting one. Can you please submit your names to either
@atachibana (DevHub, HelpHub Content)
@zzap (HelpHub Dev, Docs Team Handbook)
Theme Review Team reps (Theme Handbook)",1
who's gonna facilitate meeting next week?,1
@nobnob @bph @felipeelia @zzap @atachibana @estelaris @themiked @chetan200891 @passoniate @marcio-zebedeu @WPZA @kafleg @sasiddiqui @jamieschmid @tomjn  anyone of you would like to faciliate next week?,1
Let's put in P2 and see if someone else would volunteer,1
"And I thought she was volunteering... 
 (edited)",1
"We're 22 mins over time so I'm just gonna close the meeting
Thank you all for coming
</meeting>",1
"Our meeting will probably start in a few minutes. In the meantime, I'd appreaciate any thoughts about the comment I've left on the badges P2 post: https://make.wordpress.org/docs/2020/01/08/documentation-team-profile-badges/#comment-39880 Thanks!",1
anyone interested to take notes for today's meeting,1
"If nobody is available, I can do that",1
let's discuss our first agenda today,1
at last meeting regarding Discussion on the Docs team organization in general there was a discussion on Team workflow and badges,1
is there any progress regarding that,1
"Does anyone want to summarise the discussion so far? 
 If we're intending to discuss it in detail of course",1
So we can move on to the next agenda now,1
@bph are we able to get your help on this as well?,1
"Yes, I'd be happy to assist.",1
Sure. Can I ask you to start the P2 post?,1
I can review a draft,1
"Yes, I'll work on the draft:-)",1
Can we move on to the next topic we don't have much time left,1
Regarding Categorizing discovery issue by a proper search system  @estelaris and @atachibana was suppose to work on it together on sub-categorization system any progress regarding it,1
Let's wrap up today's meeting and discuss on leftover agenda on next meeting shall we,1
Anyone interested to facilitate next weeks meeting,1
If no one - I can,1
Invite is still open until next week,1
"Hey everyone, it's time for our weekly meeting 
 <meeting>",1
"@zzap are you there? If so, can you announce it please?",1
@channel Docs team meeting,1
"In the meantime, please leave an emoji here so we can know you've joined us today",1
"This is our agenda (https://make.wordpress.org/docs/2020/01/19/agenda-for-docs-team-meeting-20th-january-2020/)
Items to discuss:
Attendance
Notetaker & Facilitator selection
DevHub migration status
Discussion on the Docs team organization in general
Workflows
Badges (https://make.wordpress.org/docs/2020/01/08/documentation-team-profile-badges/)
HelpHub
Progress of the survey
Localization
Follow up on topics discussed during the last meeting
Plugins i18n
Custom fields missing more info on usage that were in the codex
Multisite docs
New readme.txt file for the Developer Handbook
Open Floor
(edited)",1
"So, do we have volunteers for taking notes of this meeting?",1
"(this is an excellent way to help, specially for those coming for the first time)",1
and @audrasjb just volunteered to taking notes?,1
"Just saying hello 
 but yes I can take notes if nobody is available",1
"excellent, thank you!",1
we'll need another volunteer to run our next meeting,1
"27th, Jan",1
"ok, we can get back to this later",1
Our next topic is DevHub migration status,1
"@atachibana, do you want to share some stats?",1
322 of 1069 pages were re-routed from Codex to Code Reference. It is 30.1% of all.,1
"this is one of our ongoing efforts. If anybody wants to help, they can contact you via DM or via this channel, right @atachibana?",1
Our next topic is Discussion on the Docs team organization in general,1
again here: https://make.wordpress.org/docs/2020/01/08/documentation-team-profile-badges/,1
nice! Can we move to our next topic?,1
it is HelpHub,1
last meeting you talked about an ongoing survey,1
actually @atachibana had the stage with the survey topic,1
oki doki then. There is also an item on our agenda about HelpHub Localization,1
Does anyone want to talk about HelpHub or can we move forward?,1
we can move as far as I'm concerned,1
"also folks, as we are at the top of the hour, before we close our meeting, it would be AWESOME to get our next meeting facilitator...",1
"A few follow ups about our last meeting, btw:
https://wordpress.slack.com/archives/C02RP4WU5/p1579524771027500",1
(getting back to follow ups) @nullbyte is welcome to let us know about how is the multisite docs going at any time after the meeting.,1
Just started with them but no real progress yet,1
"my friends, thank you all for coming. I'll call </meeting> but the channel is always open for further discussions. We do need a facilitator for our next meeting, so let us know if you are interested",1
"@channel <meeting type=""docs"">",1
"I'll be facilitating today's meeting 
 Let's get started!",1
1. Attendance. Who is around? Can I ask everyone who is in the meeting to post his/her wp.org nickname? Makes it easier to write the summary and correctly cite people.,1
@channel meeting,1
"Nice! Good to see all of you. While people are still getting in, I will ask about item 2 in the agenda.Do we have a volunteer for Note taking? And to facilitate the next meeting?",1
I can take the Notes @leogermani,1
"Thanks everyone, I guess we can get started",1
First topic we have in the agenda is about our internal organization. We have been trying to organize all our current projects and workflows. Last week @zzap suggested that we added current workflows to this trello card -> https://trello.com/c/GNXYppYS/44-workflows,1
Anyone have an update on that?,1
"(by the way, we do have a trello board now. If anyone wants to have access to it, ask @zzap -> https://trello.com/b/1NtDI3lb/docs-team-handbook )",1
For now we have few workflows defined. We are missing on reporting issue:gutenberg for developers handbookany dev handbookdocs team handbook,1
HelpHub content,1
inline docs (I'll add that one as it is not under docs team any more),1
@atachibana can you add for HelpHub content? (edited),1
"good, I'll just add workflow of reporting issue in trac and link to core handbook for contributing (edited)",1
"Nice, we have people assigned to each workflow now",1
"I'd also like to remind us that we need to refresh our ""Current projects"" page. This is connected with the workflows. We have a card for that too with a draft document as a starting point -> https://trello.com/c/11QKAfmA/45-current-projects-page I guess it would be nice if @atachibana and @Kenshino (Jon) could have a look at it",1
"Ok, let's move to the next point in the meeting. Badges",1
@zzap started the discussion in p2 https://make.wordpress.org/docs/2020/01/08/documentation-team-profile-badges/ . Let's start from there,1
"Next topic is ""Workflows and badges pages"" on the Docs Team handbook. @zzap I've copied it from last week's, not sure if it is any different from what we have already discussed",1
cool. Let's move on to HelpHub,1
ok... I guess maybe we can move to the next topic. If @atachibana comes back and wants to share anything on this we get back to it,1
"Next topic is Helphub Localization
Do we have any updates or questions on this? @felipeelia has anything to share on pt-br?",1
no updates from Serbian team yet,1
"Ok, so @zzap will reach #meta-helphub and @netweb and give us more info on this issue the next meeting",1
In the next topic I brought some specific discussion that happened in the channel the last days. Not sure if it's a good thing to do. Let's try it,1
Do we have a volunteer to make these edits? (I can do it),1
"is this open floor? if yes, I have question:-)",1
sorry I got it we are at 6. of the agenda,1
let's find a volunteer (looking at @nullbyte) (edited),1
"since we are approaching 1 hour, let's move on! (I know this is a hot topic and we can continue discussing it here in the channel)",1
"Last subtopic in this topic is ""Plugins Handbook i18n"" - we are looking for a volunteer to give some love to this page. It's very outdated, from the time when we didnt have translate.wordpress.org yet.",1
I'll do it @leogermani,1
"Finally, item 7 -> DevHub - @atachibana wants to share updates? (I think we should do this in the beginning of the meeting)",1
We redirected 314 of 1069 (29.4 %) of Code Reference’s Functions part. Let’s continue it,1
"We are 10 minutes passed our schedule. Some people have to go to sleep. Some people are hungry and have to lunch. I guess I'll ask @Carike if he have any updates on the new readme file, but he can share it here in the channel after the meeting or whenever there is something new",1
final topic is Open Floor.,1
do we already have the next meeting focus? I'll have to go now,1
well. I guess that's it for today. Thank you everyone for participating and let's keep the conversation running here in the channel. Meetings are too short,1
"<meeting>
Hi! It’s time for weekly polyglots chat (Asia-Pacific time). Who’s here today?",1
"Maybe this will be a very quiet one. Today’s agenda is short:
- Locale Stats
- WordPress 5.4 - now beta 3
- Achievements & Open Floor",1
Let’s start with Locale Stats,1
"Below stats are dated 2020-02-26 compared to 2020-02-19 (differences between brackets)
Releases: 196 (±0) locale, 57 (±0) up to date, 4 (±0) behind by minor versions, 7 (±0) behind by one major version, 53 (±0) behind more than one major version, 72 (±0) have site but never released, 3 (±0) have no site.
Translations: 196 (±0) total, 60 (±0) at 100%, 12 (±0) over 95%, 9 (+1) over 90%, 42 (-1) over 50%, 73 (±0) below 50%, 121 (±0) have a language pack generated, 3 (±0) have no project.
Requests: There are 39 unresolved editor requests out of 3 074 (+8) total and 12 unresolved locale requests out of 126 (±0) total.
Translators: There are 663 (+1) GTE, 4 307 (+8) PTE and 39 867 (+148) translation contributors.
(A wordpress.org account could have multiple roles over different locale)
Site language: 54,898% (-0,064%) of WordPress sites are running a translated WordPress site.",1
"Good to see you!
There’s no stats 
 but I’m happy to share that @YordanSoares is now a Venezuelan Spanish Locale Manager.",1
"Next up, WordPress 5.4 Beta 3 - released yesterday.
https://wordpress.org/news/2020/02/wordpress-5-4-beta-3/",1
"Soft string freeze is supposed be at beta 3, and hard string freeze is at Release Candidate 1 (scheduled March 3)",1
"https://make.wordpress.org/core/5-4/
Final release is planned to happen on March 31 (edited)",1
"Stay tuned for translation project update. As we talked after 5.3 release, we will be pinging GTEs on a p2 post + Slack (once each) before release to remind core translation timing. (edited)",1
"Looks like we are all good on that one.
Let’s move on to the last topic - Achievements & Open Floor",1
"Anything from your side, @Kartik Shukla?",1
"Nothing, just would like to thank all WCAsia organizing team for their hardwork and efforts. Hope we make it more bigger next year",1
Rest any plan for WPTD?,1
Last we did in May’19 I guess,1
"Thanks! Well we had a mini WPTD kind of thing, Virtual Contributor Day “Polyglots Table” last Friday",1
https://make.wordpress.org/polyglots/2020/02/20/join-us-at-virtual-polyglots-contributor-table-tomorrow/,1
"Wow, that’s awesome",1
May be I missed my bad,1
I liked the format. Combination of online co-working and maybe sessions/discussions could be an interesting format for  WPTD?,1
"Local teams participated:
Dzongkha / Spanish (Spain) / Spanish (Venezuela) / Japanese / Malayalam / Marathi / Nepalese / Portuguese (Brazil)
Maybe I’ll do a write-up.
I liked it because it was very easy to organize and can be done often compared to WPTD (FYI for anyone new, that’s WordPress Translation Day)",1
We have a special translation event in three weeks for the meetup volunteers of my city.,1
"I got a new recruit buddy that's already translating plugins and themes, but I want to involved him to the HelpHub articles",1
@nobnob wants to resume the work we started last year about to reunite all the Spanish locale to share the translation milestones,1
We already are sending strings to es_MX for each new plugin or theme we translate,1
"Let us know how it goes.
Okay, I think it’s time for me to finish up the meeting. Thanks for joining, and talk to you soon!",1
Hi all. Welcome to our weekly polyglots <meeting>,1
"ok. You can continue saying ""hi"" as we rush through our agenda. (I'm a bit time-limited today) (edited)",1
"Agenda:
Weekly locale stats
WordPress 5.4 has reached Beta 2
Discussion about how to handle languages in WordPress TV https://make.wordpress.org/tv/2020/02/16/wordpress-tv-language-changes/
Ad hoc Contributor day on Friday Feb 21
Achievements & Open Floor
 (edited)",1
First we've got the stats. Just one sec...,1
"Below stats are dated 2020-02-19 compared to 2020-02-12 (differences between brackets)
Releases: 196 (±0) locale, 57 (±0) up to date, 4 (±0) behind by minor versions, 7 (±0) behind by one major version, 53 (±0) behind more than one major version, 72 (±0) have site but never released, 3 (±0) have no site.
Translations: 196 (±0) total, 60 (+1) at 100%, 12 (-1) over 95%, 8 (±0) over 90%, 43 (+1) over 50%, 73 (-1) below 50%, 121 (±0) have a language pack generated, 3 (±0) have no project.
Requests: There are 35 unresolved editor requests out of 3 066 (+14) total and 17 unresolved locale requests out of 126 (+2) total.
Translators: There are 662 (+1) GTE, 4 299 (+7) PTE and 39 719 (+172) translation contributors.
(A wordpress.org account could have multiple roles over different locale)
Site language: 54,962% (+0,054%) of WordPress sites are running a translated WordPress site.",1
Next: WordPress 5.4,1
"Some of you may have noted that WordPress 5.4 just reached Beta 2. That means it's time to prepare ourselves for new strings that may come within 1-2 weeks from now. In the meantime, make sure that:
5.3 is fully translated.
Your branch under i18n.svn.wordpress.org has a 5.4 under /branches/ or that your whole branch is empty. More information in https://make.wordpress.org/polyglots/handbook/translating/packaging-localized-wordpress/automated-release-packages/
(edited)",1
"Next is just a quick information that the TV is looking into how to handle various languages in the best way. That topic is already in good hands @Pascal but perhaps more people from here would like to chime in. (For instance, if you'd like content in your language on WordPress TV, then this is a good time to speak up. (under the post I linked in the agenda.) (edited)",1
"soft string freeze is planned for BETA 3
At 25 Feb, see https://make.wordpress.org/core/5-4/
Hard freeze at 3 Mar, Release date - 31 Mar (edited)",1
hopefully new Gutenberg translations will be merged into core again,1
"And, thanks to @sergey, localized versions and langpacks will be built as part of main release process.",1
"Next: As you may have heard/seen: WP Asia was cancelled this year. It's contributor day was supposed to happen Friday, the day after tomorrow. Perhaps @nao can add a couple of words here?",1
"On this Friday, February 21st, I plan on being around 3-10 UTC (10-17 Bangkok time) in this channel, and I’ll work on Polyglots tasks during the time. Anyone is free to join working along, asking questions, or sharing your tips, etc.",1
"If enough people wants to hang out on Zoom, happy to host it too.
Here’s the time slot:
https://www.timeanddate.com/worldclock/fixedtime.html?iso=20200221T10&p1=28&ah=7 (edited)",1
Great. Yeah. Let's help @nao to get a fruitful contributor day. That would ease that weird feeling of having a huge conference cancelled with such short notice.,1
And now we've reached the last topic: Achievements/open floor. I'm going to rest my keyboard a minute and listen to you!,1
Any recent contributor days?,1
"I can mention from the polyglots blog that we may see a locale revival soon. 
 Check out the comments under https://make.wordpress.org/polyglots/2020/02/18/hi-68/ (edited)",1
"ok. It seems relatively quiet here now. So I'll do </meeting>
But, this channel is still ours to use 24/7. If you've got any questions or relevant asks, feel free to write here at any time. Since we're a global community, there are almost always peers around to help you if you get stuck.",1
@channel Hi Polyglots. It's time for our weekly chat. Welcome!,1
"I'll go and get the weekly stats for you, hang in there.",1
"Below stats are dated 2020-01-22 compared to 2020-01-15 (differences between brackets)
Releases: 196 (±0) locale, 55 (±0) up to date, 6 (±0) behind by minor versions, 7 (±0) behind by one major version, 53 (±0) behind more than one major version, 72 (±0) have site but never released, 3 (±0) have no site.
Translations: 196 (±0) total, 57 (+1) at 100%, 15 (-1) over 95%, 8 (±0) over 90%, 42 (±0) over 50%, 74 (±0) below 50%, 121 (±0) have a language pack generated, 3 (±0) have no project.
Requests: There are 13 unresolved editor requests out of 2 998 (+6) total and 15 unresolved locale requests out of 123 (±0) total.
Translators: There are 659 (±0) GTE, 4 258 (+26) PTE and 39 013 (+138) translation contributors.
(A wordpress.org account could have multiple roles over different locale)
Site language: 100,000% (+45,944%) of WordPress sites are running a translated WordPress site.",1
Hmm. I don't believe that 100% of all WordPress installs are running translated versions of our platform. @Pascal You may want to check what happened there,1
No more English installs,1
"Site language: 100,000%
Awesome work by the polyglots team. I am proud to be a part of.",1
"Besides that, I've got one piece of news: If you get questions about where developers could look for paid translations, then there is now a new ""translation"" (still empty, though) category in jobs.wordpress.net that you can recommend: https://jobs.wordpress.net/job_category/translation/ (and you may want to keep an eye on this section if you're open for work...)",1
"And that brings us quickly to Open floor
Any questions, achievements or other related things you want to share?",1
We have WordCamp Asia coming up in few days,1
"It's quiet here now. So let's close the weekly chat. But our channel is here all the time. Whenever you have a question to your fellow Polyglots, never hesitate to raise it here.
Thanks for today! </meeting>",1
"<meeting> Hi all, let's chat!",1
"Agenda is short:
Stats
One reminder about goals for 2020
Open floor",1
"ok. So: feel free to say ""Hi"" or whatever during this rather informal chat. In the meantime, I'll share the weekly stats:
Below stats are dated 2020-01-08 compared to 2020-01-01 (differences between brackets)
Releases: 196 (±0) locale, 55 (+3) up to date, 6 (±0) behind by minor versions, 7 (-2) behind by one major version, 53 (-1) behind more than one major version, 72 (±0) have site but never released, 3 (±0) have no site.
Translations: 196 (±0) total, 56 (+2) at 100%, 15 (-1) over 95%, 9 (-1) over 90%, 42 (±0) over 50%, 74 (±0) below 50%, 121 (±0) have a language pack generated, 3 (±0) have no project.
Requests: There are 26 unresolved editor requests out of 2 975 (+8) total and 14 unresolved locale requests out of 122 (+1) total.
Translators: There are 659 (±0) GTE, 4 226 (+1) PTE and 38 767 (+87) translation contributors.
(A wordpress.org account could have multiple roles over different locale)
Site language: 54,016% (+0,001%) of WordPress sites are running a translated WordPress site.",1
Yep... We should have an agenda posted in a few hours... I'll talk to @tokyobiyori about it,1
"Nice, @rajanit2000
If you have any questions, just ask in this channel at any time.",1
"Next topic: @nao started a discussion about goals for 2020 a few months ago. We'll try to set goals within a week or two. Feel welcome to stop by and add your comments at https://make.wordpress.org/polyglots/2019/10/17/measuring-polyglots-team-success/
There you may also add notes about any goals you've got for 2020 in your locale team. (edited)",1
"And: Open floor. Questions, comments, suggestions???",1
"I noticed sometime during the holiday there’s this page https://make.wordpress.org/polyglots/pledges/ and it’s linked from the sidebar of our p2.
I’m curious if there are any folks who wants to be more involved through the pledge this year. (edited)",1
316 people have pledged time to contribute to Polyglots Team  - as of today,1
"Yes, Polyglot team is the biggest one, here shall be much more than just 300 people )",1
"https://wordpress.org/five-for-the-future/
I think more people should know about this :)",1
Not everyone has found the page where they can enter this information. https://profiles.wordpress.org/me/profile/edit/group/5/,1
(and that reminds me I have to keep some track of how many hours I use to contribute to WP before I can fill those fields...),1
"ok. It's quiet here now. So I'll </meeting>
But this channel is always here for us. Ask questions here whenever you have one.
And also: welcome to the monthly Americas Polyglots chats, which will happen in a bit less than 9 hours from now.",1
"<meeting>
Hi! Who is here for polyglots weekly meeting today?",1
"There may be more around, I’ll get started now.
Agenda this week: https://make.wordpress.org/polyglots/2019/12/03/agenda-weekly-polyglots-chat-december-4-2019-6-utc/",1
"Locale Stats
WordCamp Asia: Call for Polyglots Team Table leads
Americas timezone monthly chat is this week (21:30 UTC on Wednesday)
For 2020: Measuring Polyglots Team Success (feedback welcome!)
Achievements & Open Floor",1
"First, locale stats
Releases: 196 (±0) locale, 52 (+2) up to date, 0 (±0) behind by minor versions, 15 (-2) behind by one major version, 54 (±0) behind more than one major version, 72 (±0) have site but never released, 3 (±0) have no site.
Translations: 196 (±0) total, 29 (-22) at 100%, 37 (+22) over 95%, 13 (±0) over 90%, 43 (±0) over 50%, 74 (±0) below 50%, 121 (±0) have a language pack generated, 3 (±0) have no project.
Requests: There are 20 unresolved editor requests out of 2 912 (+12) total and 12 unresolved locale requests out of 120 (+1) total.
Translators: There are 661 (-3) GTE, 4 182 (+13) PTE and 37 860 (+126) translation contributors.
(A wordpress.org account could have multiple roles over different locale)
Site language: 53,729% (+0,042%) of WordPress sites are running a translated WordPress site.",1
Congrats to 2 new locales that completed 5.3 release,1
I think one of them is fa_IR,1
Next item: WordCamp Asia: Call for Polyglots Team Table leads,1
"(good thing that we have 2 other #wcasia organizers here, haha)",1
"Petya is preparing a post, but we are looking for at least three team leads at WCAsia contributor day (February 21, 2020 in Bangkok, Thailand) with these different roles.
1. onboarding new contributors
2. work with PTE and GTEs on current needs and potentially tools/processes/docs
3. onboard and work with potential global mentors",1
"If anyone is planning to be at WordCamp Asia and interested in polyglots table leads role, please let us know.",1
"And please spread the word if you know anyone. It’d be ideal if you have GTE experience but we are happy to share necessary information if you are aspiring to become one, too.",1
"Questions or additional comments? @khoipro is on contributor day team 
 (edited)",1
"Ok, next one for FYI: Americas timezone monthly chat is this week",1
"It will be later today for some of you, and early tomorrow morning for others - 21:30 UTC on Wednesday.
@tokyobiyori and @felipeelia will be posting an agenda soon I think!",1
"Moving on to the next item.
For 2020: Measuring Polyglots Team Success (feedback welcome!)",1
Next and last one: Achievements & Open Floor,1
"HelpHub status: https://docs.google.com/spreadsheets/d/1343cKHK5iV1TbOKuR57gcjkDV69xVik8QM_xjkJjDQI/edit#gid=0
ja 18.3%
fr_FR: 0.6%
ru_RU: 5.0 %
es_ES: 3.0%
Nice progress @yui",1
"Have any badge for who contribute in that? 
 (edited)",1
"Other teams, let me know if you have status updates 

I know some contributors from Spanish locale teams are planning to talk about combining effort so they may be waiting to get started.",1
I have to get going but I see @Canny typing feel free to post your thoughts,1
"Okay, it’s time. I’m closing the meeting 

Thanks for your time",1
Hi! Who is here for another Americas friendly time meeting?,1
"@tokyobiyori won't be able to run the meeting today, so I'll do my best here. The agenda for this meeting is here: https://make.wordpress.org/polyglots/2019/12/04/agenda-americas-polyglots-chat-december-4-2019-2130-gmt/",1
"Weekly locale stats
Below stats are dated 2019-12-04 compared to 2019-11-27 (differences between brackets)
Releases: 196 (±0) locale, 52 (+2) up to date, 0 (±0) behind by minor versions, 15 (-2) behind by one major version, 54 (±0) behind more than one major version, 72 (±0) have site but never released, 3 (±0) have no site.
Translations: 196 (±0) total, 29 (-22) at 100%, 37 (+22) over 95%, 13 (±0) over 90%, 43 (±0) over 50%, 74 (±0) below 50%, 121 (±0) have a language pack generated, 3 (±0) have no project.
Requests: There are 20 unresolved editor requests out of 2 912 (+12) total and 12 unresolved locale requests out of 120 (+1) total.
Translators: There are 661 (-3) GTE, 4 182 (+13) PTE and 37 860 (+126) translation contributors.
(A wordpress.org account could have multiple roles over different locale)
Site language: 53,729% (+0,042%) of WordPress sites are running a translated WordPress site.",1
Our next item is Spanish Slack,1
During the last meeting we talked about the creation of a new channel here on this slack. The idea's been discussed in a P2 post but Ali already created a new instance of Slack for Spanish speakers,1
"The URL is spanishpolyglots.slack.com
and it is possible to join using your chat.wordpress.org ID, i.e., the same email alias created to join this instance (edited)",1
"Ok, can we go to the next topic?",1
Nice. Let's briefly Follow up of previous meeting topics,1
"Ok, I've put a reminder in the agenda pointing to @Jesús Amieiro’s tool: https://make.wordpress.org/polyglots/2019/10/30/wp-polyglots-facilitator/",1
Totally worth reading,1
"I've added a link in our handbook, too.",1
"And to close this topic we have ""Mentoring circles for GTEs"". I guess we didn't have any movement on this too, unless some conversation was made in the Spanish slack that I'm not aware about",1
"Nice, can we go to the next topic?",1
I hard from some folks saying they prefer a new post for notes. Please feel free to create a post.,1
(That way they can find it rather than a comment. We can combine Asia + Americas mtg note in a one post too),1
"oh, that would be great (combining them)",1
"Ok, so, our last topic is HelpHub i18n",1
We had the content import some locales were waiting for and now it is possible to start translating helphub articles,1
@nao shared some progress status earlier:,1
Next topic is For 2020: Measuring Polyglots Team Success (feedback welcome!),1
And this is the post: https://make.wordpress.org/polyglots/2019/10/17/measuring-polyglots-team-success/,1
"And as we've reached the hour I'll </meeting>
Obviously we can continue talking here. Thank you all for coming and see you Jan 8th!!!",1
"@channel Hello team, it's time for our weekly meeting! Who's able to attend today?",1
"@pmbaldha I've merged all those PR's. Keep in mind that unlike coding changes, you don't need to do a PR for each line you modify. One PR for a copyediting on the entire lesson plan is fine",1
@man4toman Do you have updates this week?,1
Sorry but we have some issue with coronavirus in our city. (edited),1
"OK, we'll go ahead and call the meeting early then. I'll use the remainder of the meeting time to work on the theme some.",1
@channel It's time for our weekly meeting! Who's able to attend today?,1
Looks like it may be a short meeting...,1
"First item on the agenda- the new learn.wordpress.org website. I don't have updates on the project this week, does anyone else?",1
"Yeah, big changes over the past few weeks thanks to @Steve Dufresne, be sure to update.",1
"Next up- It's nearly the end of the month, so it's time to evaluate team badges. https://make.wordpress.org/training/handbook/guidelines/team-profile-badges/",1
"As far as I'm aware, @passoniate is the only new member who's qualified for a badge this month, unless I'm missing any contributions from anyone else?",1
"OK, I'll put in a request with Meta to award him the contributor badge.  Thanks for your contributions @passoniate!",1
"Next Up- Lesson Plan updates. @tristup mentioned they were finished drafting WP-CLI, so I've moved it to Instructional Review",1
"OK Next up- WordCamp Asia contributor day. I owe @chetan200891 an apology, I didn't follow up with the organizers about our table. I'll do that now",1
OK next up- New members! Does anyone have questions about getting started contributing to the team?,1
"Great! If you'd like invites to Trello or GitHub, send me a direct message with your email address and I'll get you added.",1
"OK, last item on the agenda- open discussion! Does anyone have anything we need to discuss that we haven't addressed yet today?",1
"Alrighty! Thank you everyone for attending, we'll end 20 minutes early today. Please post in the channel throughout the week if you weren't able to attend live today.",1
@channel Welcome to the first weekly Training meeting at our new meeting time! Who's here?,1
"Awesome! Thanks for coming everyone. It's been a while since we had our last regular meeting. Since then we've had a big update as @Steve Dufresne took on a lot of issues on the Learn Theme. He's gotten it to a ""Minimum Viable Product"" state, and he'd like for us to test it out and give feedback.",1
"Here's all the work that he was able to accomplish:
https://github.com/wptrainingteam/learn-theme-beta/pull/71",1
Anyone else have items for the Learn Theme project before we move on?,1
"OK Next item up: Monthly contributor reviews. As a reminder, the team established these guidelines for earning a contributor badge:
https://make.wordpress.org/training/handbook/guidelines/team-profile-badges/",1
OK last agenda item- Trello Updates.,1
"I'd like to double-check that any cards in an ""In Progress"" column actually are ""In Progress.""",1
"@iwritten, @tristup, and @Janet357 are current owners of lesson plan cards in progress. When each of you get a chance, please reply in a thread to this message if you're still working on your card, need help, or if we should reassign your card.",1
"OK Team, our time's nearly up for this week. Thanks everyone for attending, any last thoughts?",1
"@channel </meeting> See you next week everyone, please add any discussion here in the channel until then.",1
@channel <meeting> Who all is attending today?,1
"OK we have a few today. Which brings us to our first agenda item and twice-yearly tradition:
Do we want to adjust the meeting schedule to accomodate the Time Change in countries that use Daylight Saving Time?",1
"Second item on the agenda:
Updates to the learn.wordpress.org theme project",1
"Well, I just start my tasks a few days ago, and I'll have some pr for next week .",1
I am available for new assignations,1
OK I've added @Ravinder Kumar and @Hitendra Rathore to Trello. Please note that you don't need to be a member of the GitHub organization to Fork projects and submit pull requests with your contributions,1
"OK so not a lot of movement this week to report on the Theme, but that's OK because we will be getting some more support on that front soon.",1
"Next item on the agenda:
Lesson Plan Updates",1
"OK Next item on the agenda:
New Contributor information and assignments",1
"The Training team creates downloadable lesson plans and slides presentations for instructors to use in live environments. The ""audience"" for these lesson plans varies on the topic of the lesson plan. Some are for new WordPress users, others for designers, and others for developers.",1
"All our lesson plans are stored on GitHub for versioning and contributing:
github.com/wptrainingteam",1
"And coming soon they will be hosted on learn.wordpress.org once we finish creating our theme, which is set up on a staging server at https://learnwp.jco.dev (edited)",1
"Last item on the agenda:
Open Discussion",1
"Next week's meeting will still take place at 1300 UTC, and we'll make a descision next week based on feedback from everyone.",1
"Even though the meeting is over, please reach out here in the channel at any point if you need help on your next steps contributing to the lesson plans",1
"Training Team Meeting Agenda 14 November 2019
Please join us Thursdays at 13:00 UTC in the #training Slack channel for our weekly meeting! Agenda Daylight Saving Time adjustment discussion Update on the theme for the beta of the Learn site (learn.wordpress.org) Lesson plan updates New member assignments Open announcements/discussion You are welcome to join the team at any time! If you are new to […]",1
@channel It's time for our weekly Training Team <meeting>! Who's attending?,1
"Julie is back from vacation, but the exposure to some exotic virus on the journey has her under the weather today.",1
"OK, looks like it might be a short meeting!",1
"First up, does anyone have updates on the Learn Theme for learn.wordpress.org?",1
@man4toman Please sync latest repo with your Local,1
Sure I'll do it,1
Next up on the agenda: Lesson Plans,1
@Jesse Owens Any update for custom fields or taxonomy?,1
Not yet I'm afraid. I hope to have good progress on getting those set up this weekend.,1
"I was just about to mention! Last week we moved @Hauwa Abashiya's lesson into the Instructional Review phase, and we need a volunteer to review it.",1
Thanks @Jesse Owens. If someone could review it then I can block out some time to get it updated. When is WCUS again? I know Julie wants it ready for that event.,1
Any other business we need to cover today?,1
"OK, we'll end the meeting early today. Let's try to redouble our efforts (myself most of all) to get some movement ahead of WordCamp US",1
@Lisa Did you have any business we needed to discuss before the end of the meeting?,1
"Ah OK! We'll end the meeting, @Iqbal Bary @Lisa feel free to post any questions here, we'll be here for you.",1
@channel </meeting> Thanks for attending all!,1
Hey Team! Just a few minutes until our weekly team meeting!,1
"Hello team, who's all able to join us this morning?",1
"Welcome all! First up, does anyone have updates about the Learn Theme?",1
I have not update yet. But I have took some sessions while attending WordCamp Dhaka. Many people are excited to help in lesson plans. So we will have more helping hands soon. Also I will have update of learn theme by next week.,1
"Awesome, glad to hear it @chetan200891! I'll be freeing up some more time to work on the theme ahead of WordCamp US as well.",1
"Next up, do we have any updates about Lesson Plans?",1
I’ve submitted the first draft of ‘What is CSS’ for review.,1
Who's available to take a pass at Instructional Review for the lesson?,1
How about @juhise ?,1
"Here's a basic overview of what Instructional Review means:
https://trello.com/c/1TBXximw/199-%E2%9A%A0%EF%B8%8F-how-to-use-the-lesson-plans-needing-instructional-review-list-%F0%9F%91%87",1
Next up- WordCamp US is rapidly approaching. Contributor day is 4 weeks and 3 days from TODAY,1
Is anyone here planning on attending? @juliekuehl and I will both be facilitating contributor day.,1
"Let's hope so! Our fearless leader @juliekuehl will also be speaking so for those who can't make it, look forward to seeing her on wordpress.tv!",1
"Before we move to open discussion, is anyone here looking to contribute to the team, but you're not sure what's needed or where to start?",1
